date,pm25,pm10,o3,no2,so2, co
2017/3/31,27, , , , , 
2017/4/1,33, , , , , 
2016/10/2,25, , , , , 
2016/10/3,43, , , , , 
2016/10/4,40, , , , , 
2016/10/5,38, , , , , 
2016/10/6,24, , , , , 
2016/10/7,28, , , , , 
2016/10/8,22, , , , , 
2016/10/9,23, , , , , 
2016/10/10,18, , , , , 
2016/10/11,27, , , , , 
2016/10/12,30, , , , , 
2016/10/13,53, , , , , 
2016/10/14,37, , , , , 
2016/10/15,35, , , , , 
2016/10/16,43, , , , , 
2016/10/17,54, , , , , 
2016/10/18,48, , , , , 
2016/10/19,50, , , , , 
2016/10/20,47, , , , , 
2016/10/21,40, , , , , 
2016/10/22,18, , , , , 
2016/10/23,17, , , , , 
2016/10/24,31, , , , , 
2016/10/25,29, , , , , 
2016/10/26,24, , , , , 
2016/10/27,36, , , , , 
2016/10/28,41, , , , , 
2016/10/29,23, , , , , 
2016/10/30,52, , , , , 
2016/10/31,41, , , , , 
2016/11/1,28, , , , , 
2016/11/2,52, , , , , 
2016/11/3,68, , , , , 
2016/11/4,38, , , , , 
2016/11/5,30, , , , , 
2016/11/6,69, , , , , 
2016/11/7,58, , , , , 
2016/11/8,31, , , , , 
2016/11/9,70, , , , , 
2016/11/10,46, , , , , 
2016/11/11,32, , , , , 
2016/11/12,26, , , , , 
2016/11/13,42, , , , , 
2016/11/14,68, , , , , 
2016/11/15,68, , , , , 
2016/11/16,70, , , , , 
2016/11/17,80, , , , , 
2016/11/18,72, , , , , 
2016/11/19,63, , , , , 
2016/11/20,44, , , , , 
2016/11/21,14, , , , , 
2016/11/22,23, , , , , 
2016/11/23,42, , , , , 
2016/11/24,58, , , , , 
2016/11/25,60, , , , , 
2016/11/26,32, , , , , 
2016/11/27,35, , , , , 
2016/11/28,42, , , , , 
2016/11/29,49, , , , , 
2016/11/30,39, , , , , 
2016/12/1,30, , , , , 
2016/12/2,25, , , , , 
2016/12/3,22, , , , , 
2016/12/4,31, , , , , 
2016/12/5,36, , , , , 
2016/12/6,36, , , , , 
2016/12/7,27, , , , , 
2016/12/8,36, , , , , 
2016/12/9,30, , , , , 
2016/12/10,41, , , , , 
2016/12/11,45, , , , , 
2016/12/12,43, , , , , 
2016/12/13,45, , , , , 
2016/12/14,66, , , , , 
2016/12/15,45, , , , , 
2016/12/16,43, , , , , 
2016/12/17,39, , , , , 
2016/12/18,45, , , , , 
2016/12/19,27, , , , , 
2016/12/20,41, , , , , 
2016/12/21,58, , , , , 
2016/12/22,55, , , , , 
2016/12/23,56, , , , , 
2016/12/24,52, , , , , 
2016/12/25,39, , , , , 
2016/12/26,46, , , , , 
2016/12/27,42, , , , , 
2016/12/28,20, , , , , 
2016/12/29,29, , , , , 
2016/12/30,30, , , , , 
2016/12/31,20, , , , , 
2017/1/1,30, , , , , 
2017/1/2,46, , , , , 
2016/7/2,66, , , , , 
2016/7/3,23, , , , , 
2016/7/4,49, , , , , 
2016/7/5,48, , , , , 
2016/7/6,35, , , , , 
2016/7/7,46, , , , , 
2016/7/8,45, , , , , 
2016/7/9,40, , , , , 
2016/7/10,33, , , , , 
2016/7/11,29, , , , , 
2016/7/12,42, , , , , 
2016/7/13,52, , , , , 
2016/7/14,54, , , , , 
2016/7/15,34, , , , , 
2016/7/16,44, , , , , 
2016/7/17,40, , , , , 
2016/7/18,38, , , , , 
2016/7/19,40, , , , , 
2016/7/20,42, , , , , 
2016/7/21,41, , , , , 
2016/7/22,75, , , , , 
2016/7/23,54, , , , , 
2016/7/24,49, , , , , 
2016/7/25,52, , , , , 
2016/7/26,58, , , , , 
2016/7/27,41, , , , , 
2016/7/28,41, , , , , 
2016/7/29,51, , , , , 
2016/7/30,50, , , , , 
2016/7/31,47, , , , , 
2016/8/1,48, , , , , 
2016/8/2,48, , , , , 
2016/8/3,43, , , , , 
2016/8/4,37, , , , , 
2016/8/5,42, , , , , 
2016/8/6,32, , , , , 
2016/8/7,30, , , , , 
2016/8/8,40, , , , , 
2016/8/9,26, , , , , 
2016/8/10,38, , , , , 
2016/8/11,36, , , , , 
2016/8/12,39, , , , , 
2016/8/13,41, , , , , 
2016/8/14,41, , , , , 
2016/8/15,28, , , , , 
2016/8/16,36, , , , , 
2016/8/17,23, , , , , 
2016/8/18,23, , , , , 
2016/8/19,35, , , , , 
2016/8/20,52, , , , , 
2016/8/21,57, , , , , 
2016/8/22,27, , , , , 
2016/8/23,27, , , , , 
2016/8/24,34, , , , , 
2016/8/25,36, , , , , 
2016/8/26,48, , , , , 
2016/8/27,41, , , , , 
2016/8/28,54, , , , , 
2016/8/30,31, , , , , 
2016/8/31,31, , , , , 
2016/9/1,59, , , , , 
2016/9/2,31, , , , , 
2016/9/3,24, , , , , 
2016/9/4,21, , , , , 
2016/9/5,36, , , , , 
2016/9/6,43, , , , , 
2016/9/7,70, , , , , 
2016/9/8,53, , , , , 
2016/9/9,51, , , , , 
2016/9/10,32, , , , , 
2016/9/11,45, , , , , 
2016/9/13,22, , , , , 
2016/9/14,35, , , , , 
2016/9/15,68, , , , , 
2016/9/16,22, , , , , 
2016/9/17,38, , , , , 
2016/9/18,53, , , , , 
2016/9/19,43, , , , , 
2016/9/20,49, , , , , 
2016/9/21,46, , , , , 
2016/9/22,48, , , , , 
2016/9/23,46, , , , , 
2016/9/24,63, , , , , 
2016/9/25,41, , , , , 
2016/9/26,24, , , , , 
2016/9/27,37, , , , , 
2016/9/28,23, , , , , 
2016/9/29,33, , , , , 
2016/9/30,15, , , , , 
2016/10/1,15, , , , , 
2016/4/2,24, , , , , 
2016/4/3,17, , , , , 
2016/4/4,22, , , , , 
2016/4/5,30, , , , , 
2016/4/6,33, , , , , 
2016/4/7,34, , , , , 
2016/4/8,26, , , , , 
2016/4/9,24, , , , , 
2016/4/10,24, , , , , 
2016/4/11,31, , , , , 
2016/4/12,44, , , , , 
2016/4/13,24, , , , , 
2016/4/14,27, , , , , 
2016/4/15,38, , , , , 
2016/4/16,38, , , , , 
2016/4/17,37, , , , , 
2016/4/18,58, , , , , 
2016/4/19,43, , , , , 
2016/4/20,54, , , , , 
2016/4/21,20, , , , , 
2016/4/22,55, , , , , 
2016/4/23,62, , , , , 
2016/4/24,35, , , , , 
2016/4/25,30, , , , , 
2016/4/26,47, , , , , 
2016/4/27,44, , , , , 
2016/4/28,17, , , , , 
2016/4/29,47, , , , , 
2016/4/30,49, , , , , 
2016/5/1,38, , , , , 
2016/5/2,43, , , , , 
2016/5/3,36, , , , , 
2016/5/4,29, , , , , 
2016/5/5,38, , , , , 
2016/5/6,40, , , , , 
2016/5/7,25, , , , , 
2016/5/8,52, , , , , 
2016/5/9,31, , , , , 
2016/5/10,61, , , , , 
2016/5/11,61, , , , , 
2016/5/12,57, , , , , 
2016/5/13,45, , , , , 
2016/5/14,30, , , , , 
2016/5/15,36, , , , , 
2016/5/16,15, , , , , 
2016/5/17,22, , , , , 
2016/5/18,54, , , , , 
2016/5/19,40, , , , , 
2016/5/20,37, , , , , 
2016/5/21,37, , , , , 
2016/5/22,33, , , , , 
2016/5/23,24, , , , , 
2016/5/24,48, , , , , 
2016/5/25,67, , , , , 
2016/5/26,80, , , , , 
2016/5/27,77, , , , , 
2016/5/28,56, , , , , 
2016/5/29,61, , , , , 
2016/5/30,51, , , , , 
2016/5/31,50, , , , , 
2016/6/1,54, , , , , 
2016/6/2,46, , , , , 
2016/6/3,51, , , , , 
2016/6/4,54, , , , , 
2016/6/5,57, , , , , 
2016/6/6,34, , , , , 
2016/6/7,28, , , , , 
2016/6/8,30, , , , , 
2016/6/9,23, , , , , 
2016/6/10,37, , , , , 
2016/6/11,52, , , , , 
2016/6/12,56, , , , , 
2016/6/13,21, , , , , 
2016/6/14,24, , , , , 
2016/6/15,42, , , , , 
2016/6/16,54, , , , , 
2016/6/17,42, , , , , 
2016/6/18,40, , , , , 
2016/6/19,55, , , , , 
2016/6/20,58, , , , , 
2016/6/21,64, , , , , 
2016/6/22,44, , , , , 
2016/6/23,42, , , , , 
2016/6/24,34, , , , , 
2016/6/25,49, , , , , 
2016/6/26,53, , , , , 
2016/6/27,47, , , , , 
2016/6/28,52, , , , , 
2016/6/29,47, , , , , 
2016/6/30,28, , , , , 
2016/7/1,62, , , , , 
2016/1/5,20, , , , , 
2016/1/6,43, , , , , 
2016/1/7,59, , , , , 
2016/1/8,66, , , , , 
2016/1/9,62, , , , , 
2016/1/10,32, , , , , 
2016/1/11,10, , , , , 
2016/1/12,31, , , , , 
2016/1/13,35, , , , , 
2016/1/14,49, , , , , 
2016/1/15,51, , , , , 
2016/1/16,45, , , , , 
2016/1/17,32, , , , , 
2016/1/18,31, , , , , 
2016/1/19,34, , , , , 
2016/1/20,46, , , , , 
2016/1/21,63, , , , , 
2016/1/22,70, , , , , 
2016/1/23,48, , , , , 
2016/1/24,17, , , , , 
2016/1/25,57, , , , , 
2016/1/26,57, , , , , 
2016/1/27,45, , , , , 
2016/1/28,33, , , , , 
2016/1/29,46, , , , , 
2016/1/30,28, , , , , 
2016/1/31,50, , , , , 
2016/2/1,42, , , , , 
2016/2/2,44, , , , , 
2016/2/3,33, , , , , 
2016/2/4,29, , , , , 
2016/2/5,29, , , , , 
2016/2/6,37, , , , , 
2016/2/7,47, , , , , 
2016/2/8,74, , , , , 
2016/2/9,44, , , , , 
2016/2/10,42, , , , , 
2016/2/11,39, , , , , 
2016/2/12,27, , , , , 
2016/2/13,59, , , , , 
2016/2/14,21, , , , , 
2016/2/15,49, , , , , 
2016/2/16,42, , , , , 
2016/2/17,40, , , , , 
2016/2/18,56, , , , , 
2016/2/19,31, , , , , 
2016/2/20,27, , , , , 
2016/2/21,26, , , , , 
2016/2/22,51, , , , , 
2016/2/23,34, , , , , 
2016/2/24,39, , , , , 
2016/2/25,19, , , , , 
2016/2/26,22, , , , , 
2016/2/27,24, , , , , 
2016/2/28,33, , , , , 
2016/2/29,40, , , , , 
2016/3/1,30, , , , , 
2016/3/2,34, , , , , 
2016/3/3,23, , , , , 
2016/3/4,35, , , , , 
2016/3/5,57, , , , , 
2016/3/6,56, , , , , 
2016/3/7,65, , , , , 
2016/3/8,54, , , , , 
2016/3/9,65, , , , , 
2016/3/10,67, , , , , 
2016/3/11,64, , , , , 
2016/3/12,25, , , , , 
2016/3/13,42, , , , , 
2016/3/14,44, , , , , 
2016/3/15,21, , , , , 
2016/3/16,33, , , , , 
2016/3/17,30, , , , , 
2016/3/18,16, , , , , 
2016/3/19,33, , , , , 
2016/3/20,29, , , , , 
2016/3/21,35, , , , , 
2016/3/22,29, , , , , 
2016/3/23,53, , , , , 
2016/3/24,53, , , , , 
2016/3/25,52, , , , , 
2016/3/26,32, , , , , 
2016/3/27,40, , , , , 
2016/3/28,51, , , , , 
2016/3/29,31, , , , , 
2016/3/30,25, , , , , 
2016/3/31,36, , , , , 
2016/4/1,45, , , , , 
2021/3/1, , ,32,1, , 
